"Conditions","Conditions"
"Define dedicated phone/email contact points by department. These are added in addition to the general telephone/email above, and help search engines and users reach the right department directly.","Définissez des points de contact téléphonique/e-mail dédiés par service. Ils s'ajoutent au téléphone/e-mail général ci-dessus et aident les moteurs de recherche et les utilisateurs à joindre directement le bon service."
"Customer service telephone","Téléphone du service client"
"Customer service email","E-mail du service client"
"Customer service area served","Zone desservie par le service client"
"Sales telephone","Téléphone du service commercial"
"Sales email","E-mail du service commercial"
"Sales area served","Zone desservie par le service commercial"
"Technical support telephone","Téléphone du support technique"
"Technical support email","E-mail du support technique"
"Technical support area served","Zone desservie par le support technique"
"Controls how the customer service contact email is determined. Store information uses your Customer Support sender email.","Contrôle comment l'e-mail de contact du service client est déterminé. Les informations du magasin utilisent votre e-mail expéditeur du support client."
"Customer service email value","Valeur de l'e-mail du service client"
"Enter the customer service contact email address when using custom specification.","Saisissez l'adresse e-mail de contact du service client lors de l'utilisation d'une spécification personnalisée."
"Controls how the sales contact email is determined. Store information uses your Sales Representative sender email.","Contrôle comment l'e-mail de contact commercial est déterminé. Les informations du magasin utilisent votre e-mail expéditeur du représentant commercial."
"Sales email value","Valeur de l'e-mail du service commercial"
"Enter the sales contact email address when using custom specification.","Saisissez l'adresse e-mail de contact commercial lors de l'utilisation d'une spécification personnalisée."
